Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;UNT003__Unternehmen__Anzahl;VER013__Befoerderte_Personen__1000;VER014__Personenkilometer__1000
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2007;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;21;680;394009
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2007;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;31684;9260647
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2007;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;926;2682388;25104100
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2007;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;51;539574;11577155
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2007;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;61;925449;4125518
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2007;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;880;1381464;9401427
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2007;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;22;523;263484
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2007;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;29582;8185613
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;912;2581962;24096231
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;50;529274;11043795
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;63;873724;3915668
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;868;1329203;9136769
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;22;459;174901
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;28450;8126936
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;911;2612637;24661419
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;50;553181;11500284
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;63;890468;4001813
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;867;1325411;9159322
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;23;508;198310
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;30924;8879042
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;909;2494347;24009545
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;50;556002;12011543
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;63;878398;3950746
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;865;1212299;8047256
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;22;676;377352
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;32453;9661582
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;908;2736467;26016161
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;50;574487;12304646
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;63;950374;4256674
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;864;1376707;9454840
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;23;516;251601
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;31912;8900305
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;899;2706976;24848584
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;50;555162;11441056
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;62;936573;4183725
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;853;1360343;9223802
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;21;420;157228
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;28453;8057002
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;898;2607114;24347132
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;50;546190;11421618
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;62;896415;4000335
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;852;1303176;8925178
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;22;550;237386
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;30834;8643664
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;895;2490847;23614496
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;50;535704;11608904
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;62;881586;4019183
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;849;1210433;7986408
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;21;569;284177
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;31724;9384667
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;893;2750017;25646298
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;50;562968;11924089
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;62;952214;4249640
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;847;1380274;9472568
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;22;499;215257
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;32208;8725258
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;873;2721629;24870316
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;50;545690;11318962
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;59;952285;4265313
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;828;1373551;9286041
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;18;365;147949
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;28773;8344572
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;873;2621555;24621984
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;50;559535;11664503
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;60;900326;3986892
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;828;1301565;8970588
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;19;542;230772
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;31659;8998035
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;872;2480558;23513104
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;50;555311;11788611
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;60;872258;3854448
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;827;1187528;7870044
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;19;555;262065
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;31862;9546285
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;869;2748101;25613489
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;50;583483;12138420
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;60;955273;4219005
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;824;1359621;9256065
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;21;502;200976
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;33828;9221046
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;918;2781661;25768482
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;57;592739;11986262
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;60;961633;4260288
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;865;1393599;9521933
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;19;442;180307
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART1;1. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;28731;7941811
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;918;2676217;25323712
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;57;586701;12090278
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;60;922637;4039336
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;865;1333523;9194099
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;20;595;256644
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART2;2. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;31350;8930467
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;914;2543286;24444541
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;57;586274;12399513
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHSTB;Liniennahverkehr mit Straﬂenbahnen;60;888277;3921961
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINNAHOBUS;Liniennahverkehr mit Omnibussen;860;1223371;8123068
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINFERNOBUS;Linienfernverkehr mit Omnibussen;20;712;350173
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART3;3. Quartal;VERAT3;Verkehrsart;VERLINFERNEISB;Linienfernverkehr mit Eisenbahnen;2;32345;9548792
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHINSG;Liniennahverkehr insgesamt;914;2808039;26743093
46181;Personenverkehr mit Bussen und Bahnen;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;QUARTG;Quartale;QUART4;4. Quartal;VERAT3;Verkehrsart;VERLINNAHEISB;Liniennahverkehr mit Eisenbahnen;57;624508;13032451
